"Marca.temporal","X1.1..Estás.de.acuerdo.en.responder.la.siguiente.encuesta.de.cafetería.en.Constitución.","X7.1.Reside.en.Constitución.o.es.visitante","X2.1..Consumes.café.","X2.2..Si.respondió.que.NO..no.responda...Cada.cuánto.consumes.café.al.interior.de.tu.domicilio.","X2.4..Visitas.cafeterías.","X2.6..Si.respondió.que.NO..no.responda..Con.qué.frecuencia.visitas.una.cafetería.","X2.5..Si.respondió.que.NO..pase.a.la.siguiente.sección...Dónde.sueles.ir.cuando.visitas.una.cafetería.","X2.3..Si.respondió.que.NO..pase.a.la.siguiente...Qué.tipo.de.café.consumes.","X3.2..Qué.aspectos.valoras.más.al.elegir.una.cafetería.","X2.7..Cuánto.está.dispuesto.a.pagar.al.consumir.en.una.cafetería.","X6.1..Estás.de.acuerdo.con.que.la.producción.de.los.pasteles.de.Pan.Canela.se.realice.en.una.extensión.de.fábrica.","X6.2..Te.gustaría.que.ciertos.productos.se.hicieran.a.la.vista.del.cliente.","X6.3..Te.gustaría.que.Pan.Canela.amplíe.su.carta.en.opciones.saladas.","X6.4.Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore.","X6.5..Te.gustaría.que.existiera.una.sucursal.de.Pan.Canela.cerca.de.la.playa.","X6.6..Si.respondió.que.NO..pase.a.la.siguiente.sección...Qué.te.gustaría.encontrar.en.la.carta.de.la.nueva.sucursal.","X6.7..Qué.formato.de.atención.te.gustaría.en.esta.sucursal.","X.Participa.o.le.gustaría.participar.en.talleres.actividades.de.Pan.Canela.","X.Qué.taller.te.gustaría.que.realizara.Pan.Canela.","X7.2..Qué.edad.tienes.","X7.3..Cuál.es.tu.género.","X7.4..Cuál.es.tu.ingreso.mensual.aproximado.","X5.1..Conoces.a.Pan.Canela.","X5.2..Si.respondió.que.NO..pase.a.la.siguiente..En.el.último.mes..Cuántas.veces.visitó.a.Pan.Canela.","X.Cómo.conoció.Pan.Canela.","X4.1..Qué.lo.motiva.principalmente.a.visitar.una.cafetería.","X4.2..Qué.medio.usa.para.elegir.una.cafetería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Precio.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Calidad.del.producto.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Servicio.y.atención.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ambiente.y.comodidad.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ubicación.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Croissant.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Empanadas.Artesanales.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Ensaladas.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Opciones.libres.de.alergias.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Colaciones..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Café..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Repostería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Productos.salados.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Jugos.bebidas.frías.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Té.","Puntuación"
2025-12-06 15:25:26.871,"Sí","Visitantes","Sí","Todos los días","Sí","2 veces por semana","Al centro","Instantáneo",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","Femenino","Prefiero no decirlo","No",NA,NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"No consumo","Consumo poco (1-2 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:25:27.21,"Sí","Visitantes","Sí","3 veces por semana","No",NA,NA,"Capuccino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","Femenino","$500.001 - $800.000","No",NA,NA,"Compartir con amigos/familia","Carcanía o ubicación",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"No consumo","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente","Consumo mucho (3-4 veces)",0
2025-12-06 15:25:27.658,"Sí","Visitantes","Sí","2 veces por semana","Sí","1 vez por semana","Al centro","Instantáneo",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","Masculino","$1.000.001 - $1.999.990","No",NA,NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"No consumo","Consumo poco (1-2 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:25:27.917,"Sí","Constitución","Sí","3 veces por semana","No",NA,NA,"Espresso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","Femenino","$500.001 - $800.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:25:28.409,"Sí","Constitución","Sí","2 veces por semana","Sí","2 veces por semana","Al centro","Instantáneo",NA,"$ 10.000","Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"46","Masculino","Prefiero no decirlo","Sí","1 vez",NA,"Probar productos","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","No consumo","Consumo diariamente",0
2025-12-06 15:25:28.92,"Sí","Constitución","Sí","1 vez por semana","Sí","2 veces por semana","Cerca de mi hogar","Moca",NA,"Más de $20.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"43","Femenino","$800.001 - $1.000.000","Sí","2 veces",NA,"Probar productos","Redes sociales",NA,"Alto","Alto","Alto","Alto","Muy bajo","No me interesa","Me interesa","No me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:25:29.341,"Sí","Constitución","Sí","2 veces por semana","No",NA,NA,"Espresso",NA,NA,"Sí","Indiferente","Indiferente",NA,"No",NA,NA,NA,NA,"24","Masculino","Menos de $500.000","Sí","2 veces",NA,"Relajarse/disfrutar del ambiente","Precios y promociones",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo mucho (3-4 veces)",0
2025-12-06 15:25:29.645,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Al centro","Descafeinado",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","Femenino","Menos de $500.000","No",NA,NA,"Trabajar o Estudiar","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:25:30.359,"Sí","Visitantes","No",NA,"Sí","1 vez por semana","Al centro",NA,NA,"$ 10.000","Sí","No","Indiferente",NA,"No",NA,NA,NA,NA,"28","Femenino","$500.001 - $800.000","Sí","3 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Alto","Muy alto","Muy alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","No consumo","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-12-06 15:25:30.772,"Sí","Constitución","Sí","1 vez por semana","Sí","2 veces por semana","Cerca de la paya","Espresso",NA,"Menos de $5.000","Sí","No","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"45","Masculino","Menos de $500.000","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Medio","No me interesa","Indiferente","No me interesa","Me interesa","Me interesa","No consumo","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","No consumo",0
2025-12-06 15:26:40.569,"Sí","Constitución","Sí","3 veces por semana","Sí","2 veces por semana","Al centro","Descafeinado",NA,"Más de $20.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","Femenino","$500.001 - $800.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Muy alto","Alto","Alto",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:41.219,"Sí","Constitución","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","Masculino","$800.001 - $1.000.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-12-06 15:26:41.562,"Sí","Constitución","Sí","Todos los días","No",NA,NA,"Espresso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","Femenino","$500.001 - $800.000","No",NA,NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Alto","Alto","Alto","Alto",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente","No consumo",0
2025-12-06 15:26:41.833,"Sí","Visitantes","Sí","Todos los días","Sí","2 veces por semana","Al centro","Espresso",NA,"$ 10.000","Sí","Indiferente","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"25","Masculino","$500.001 - $800.000","Sí","4 veces",NA,"Relajarse/disfrutar del ambiente","Carcanía o ubicación",NA,"Medio","Alto","Alto","Alto","Muy bajo",NA,NA,NA,NA,NA,"No consumo","Consumo diariamente","No consumo","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-12-06 15:26:42.45,"Sí","Visitantes","Sí","2 veces por semana","Sí","2 veces por semana","Al centro","Espresso",NA,"$15.000","Sí","Sí","No",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"45","Femenino","$800.001 - $1.000.000","Sí","1 vez",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Alto","Alto","Muy alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:42.846,"Sí","Constitución","No",NA,"Sí","3 veces por semana","Al centro",NA,NA,"$15.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","Masculino","$800.001 - $1.000.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo",0
2025-12-06 15:26:43.293,"Sí","Constitución","Sí","Todos los días","No",NA,NA,"Instantáneo",NA,NA,"Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicios rápidos para llevar",NA,NA,"25","Masculino","Prefiero no decirlo","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Muy alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","No consumo","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-12-06 15:26:43.583,"Sí","Constitución","Sí","3 veces por semana","Sí","1 vez por semana","Al centro","Capuccino",NA,"Más de $20.000","Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales, Helados y postres fríos","Ambos formatos",NA,NA,"42","Femenino","$800.001 - $1.000.000","Sí","4 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Bajo","Muy alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo diariamente","No consumo","Consumo mucho (3-4 veces)","No consumo",0
2025-12-06 15:26:44.208,"Sí","Constitución","Sí","3 veces por semana","Sí","3 veces por semana","Al centro","Espresso",NA,"Más de $20.000","Sí","Indiferente","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"46","Masculino","Prefiero no decirlo","Sí","2 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Muy alto","Muy alto","Muy alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo mucho (3-4 veces)","No consumo",0
2025-12-06 15:26:44.497,"Sí","Constitución","Sí","3 veces por semana","Sí","1 vez por semana","Cerca de la paya","Espresso",NA,"$15.000","No","No","Sí",NA,"Indiferente",NA,NA,NA,NA,"23","Masculino","$800.001 - $1.000.000","Sí","4 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Bajo","Alto","Alto","Alto","Bajo","No me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo","Consumo poco (1-2 veces)",0
2025-12-06 15:26:44.799,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Al centro","Espresso",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","Masculino","$800.001 - $1.000.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Precios y promociones",NA,"Bajo","Alto","Alto","Muy alto","Medio",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","No consumo","Consumo diariamente",0
2025-12-06 15:26:45.118,"Sí","Constitución","No",NA,"Sí","2 veces por semana","Cerca de mi hogar",NA,NA,"$15.000","Sí","No","Sí",NA,"Indiferente",NA,NA,NA,NA,"34","Masculino","Menos de $500.000","Sí","2 veces",NA,"Compartir con amigos/familia","Precios y promociones",NA,"Alto","Muy alto","Alto","Alto","Bajo","No me interesa","No me interesa","Indiferente","Me interesa","No me interesa","Consumo diariamente","Consumo poco (1-2 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:45.415,"Sí","Constitución","Sí","3 veces por semana","Sí","2 veces por semana","Cerca de la paya","Capuccino",NA,"$15.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","Masculino","$500.001 - $800.000","No",NA,NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:45.788,"Sí","Constitución","Sí","Todos los días","Sí","2 veces por semana","Al centro","Espresso",NA,"$15.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"46","Femenino","$800.001 - $1.000.000","Sí","2 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Bajo","Me interesa","No me interesa","No me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:46.127,"Sí","Constitución","Sí","Todos los días","Sí","2 veces por semana","Al centro","Instantáneo",NA,"$15.000","No","Sí","Indiferente",NA,"Indiferente",NA,NA,NA,NA,"44","Femenino","Más de $2.000.000","Sí","3 veces",NA,"Trabajar o Estudiar","Redes sociales",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","No consumo","Consumo diariamente",0
2025-12-06 15:26:46.858,"Sí","Constitución","Sí","2 veces por semana","Sí","2 veces por semana","Al centro","Capuccino",NA,"$15.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","Femenino","$1.000.001 - $1.999.990","No",NA,NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Muy alto","Alto","Muy bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-12-06 15:26:47.158,"Sí","Constitución","No",NA,"Sí","2 veces por semana","Cerca de mi hogar",NA,NA,"$15.000","Sí","Sí","Indiferente",NA,"Sí","Helados y postres fríos","Servicios rápidos para llevar",NA,NA,"40","Masculino","Prefiero no decirlo","Sí","1 vez",NA,"Compartir con amigos/familia","Redes sociales",NA,"Bajo","Alto","Alto","Alto","Muy bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","No consumo","Consumo diariamente",0
2025-12-06 15:26:47.43,"Sí","Constitución","Sí","1 vez por semana","No",NA,NA,"Capuccino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","Femenino","Prefiero no decirlo","No",NA,NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo diariamente","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:47.664,"Sí","Constitución","Sí","2 veces por semana","Sí","3 veces por semana","Al centro","Moca",NA,"$15.000","Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"29","Masculino","$1.000.001 - $1.999.990","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Bajo","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo poco (1-2 veces)","Consumo diariamente","No consumo",0
2025-12-06 15:26:47.975,"Sí","Constitución","Sí","2 veces por semana","Sí","2 veces por semana","Al centro","Espresso",NA,"Más de $20.000","Sí","Sí","Sí",NA,"Sí","Pizza y Sándwich","Ambos formatos",NA,NA,"24","Femenino","Menos de $500.000","Sí","2 veces",NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Alto","Alto","Alto","Alto","Medio","Me interesa","Indiferente","No me interesa","Me interesa","No me interesa","Consumo mucho (3-4 veces)","Consumo diariamente","No consumo","No consumo","Consumo diariamente",0
2025-12-06 15:26:48.38,"Sí","Visitantes","Sí","Todos los días","No",NA,NA,"Espresso",NA,NA,"Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"44","Femenino","$500.001 - $800.000","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Muy alto","Alto","Alto","Medio","No me interesa","No me interesa","No me interesa","No me interesa","Me interesa","Consumo diariamente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:48.705,"Sí","Constitución","Sí","1 vez por semana","Sí","3 veces por semana","Al centro","Espresso",NA,"Menos de $5.000","Sí","No","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"25","Masculino","Menos de $500.000","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Muy alto","Muy alto","Alto","Me interesa","Indiferente","No me interesa","Me interesa","No me interesa","No consumo","Consumo diariamente","Consumo diariamente","No consumo","Consumo poco (1-2 veces)",0
2025-12-06 15:26:49.196,"Sí","Constitución","Sí","Todos los días","Sí","1 vez por semana","Al centro","Espresso",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","Femenino","$800.001 - $1.000.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Muy alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo diariamente","Consumo diariamente","No consumo","Consumo diariamente",0
2025-12-06 15:26:50.46,"Sí","Constitución","Sí","Todos los días","Sí","3 veces por semana","Al centro","Instantáneo",NA,"$15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"20","Femenino","$500.001 - $800.000","Sí","3 veces",NA,"Probar productos","Carcanía o ubicación",NA,"Alto","Alto","Muy alto","Alto","Bajo","No me interesa","Me interesa","No me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-12-06 15:26:51.145,"Sí","Constitución","Sí","3 veces por semana","Sí","2 veces por semana","Al centro","Capuccino",NA,"$15.000","Sí","No","Indiferente",NA,"Sí","Helados y postres fríos","Ambos formatos",NA,NA,"22","Masculino","Menos de $500.000","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Muy alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:50.83,"Sí","Constitución","No",NA,"No",NA,NA,NA,NA,NA,"Sí","Sí","Sí",NA,"Indiferente",NA,NA,NA,NA,"27","Masculino","$800.001 - $1.000.000","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Alto","Muy alto","Medio","Me interesa","Me interesa","No me interesa","No me interesa","Me interesa","No consumo","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:51.671,"Sí","Visitantes","No",NA,"No",NA,NA,NA,NA,NA,"Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"21","Masculino","Más de $2.000.000","Sí","2 veces",NA,"Relajarse/disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Medio","Indiferente","No me interesa","No me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)",0
2025-12-06 15:26:51.974,"Sí","Visitantes","Sí","2 veces por semana","Sí","3 veces por semana","Al centro","Descafeinado",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","Masculino","$500.001 - $800.000","No",NA,NA,"Relajarse/disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Muy alto","Alto","Medio",NA,NA,NA,NA,NA,"No consumo","Consumo poco (1-2 veces)","No consumo","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:26:52.607,"Sí","Constitución","No",NA,"Sí","2 veces por semana","Al centro",NA,NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Indiferente",NA,NA,NA,NA,"38","Femenino","$500.001 - $800.000","Sí","2 veces",NA,"Relajarse/disfrutar del ambiente","Carcanía o ubicación",NA,"Medio","Alto","Muy alto","Alto","Medio","Indiferente","Indiferente","No me interesa","Me interesa","Indiferente","Consumo diariamente","Consumo poco (1-2 veces)","No consumo","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-12-06 15:26:52.365,"Sí","Constitución","Sí","Todos los días","Sí","2 veces por semana","Al centro","Instantáneo",NA,"$15.000","Sí","Indiferente","Indiferente",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales)","Ambos formatos",NA,NA,"45","Masculino","$1.000.001 - $1.999.990","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo diariamente","Consumo poco (1-2 veces)","No consumo","Consumo diariamente",0
2025-12-06 15:31:10.052,"Sí","Constitución","Sí","3 veces por semana","Sí","3 veces por semana","Al centro","Capuccino",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Masculino","Prefiero no decirlo","No",NA,NA,"Compartir con amigos/familia","Carcanía o ubicación",NA,"Muy alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente",0
2025-12-06 15:31:10.596,"Sí","Constitución","Sí","Todos los días","Sí","2 veces por semana","Al centro","Espresso",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","Femenino","$800.001 - $1.000.000","No",NA,NA,"Trabajar o Estudiar","Redes sociales",NA,"Alto","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","No consumo","Consumo poco (1-2 veces)","No consumo","No consumo",0
2025-12-06 15:31:11.14,"Sí","Visitantes","Sí","Todos los días","Sí","1 vez por semana","Cerca de la paya","Espresso",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"22","Femenino","$500.001 - $800.000","Sí","3 veces",NA,"Relajarse/disfrutar del ambiente","Carcanía o ubicación",NA,"Medio","Alto","Alto","Alto","Medio","Indiferente","No me interesa","No me interesa","Indiferente","Me interesa","No consumo","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo mucho (3-4 veces)",0
