edad,veces,esc,comuna,n_men5c,n_men15c,tiempo,pub,sex,c_pareja,dependency,sk_occ,ing_hog,vehiculo,numper_n,score1
36,1,20,13120,0,0,25,0,0,0,3,1,3.144166,0,1,1.6468602
43,5,8,13125,0,0,40,0,0,1,2,3,1.934167,1,4,2.7563343
20,2,8,13603,1,0,30,0,0,0,2,4,1.002948,0,3,1.0840516
40,3,17,13106,0,0,90,1,0,1,3,1,3.6083341,1,3,1.7813998
35,5,9,13117,1,0,60,1,0,0,3,4,1.1613179,0,3,1.0840516
37,5,13,13124,0,2,90,1,0,1,3,2,1.203333,0,2,1.6951157
46,6,12,13601,1,0,90,1,1,1,3,4,1.6345921,1,2,2.3160453
60,6,6,13125,2,0,30,1,0,1,3,4,1.489236,0,3,1.762104
35,5,12,13126,0,1,5,0,1,1,3,2,1.623333,1,3,3.049629
36,5,17,13113,1,3,35,1,0,1,3,1,1.433333,1,2,1.0840516
26,4,14,13117,0,0,25,1,1,1,3,1,2.3430829,1,2,3.2521546
22,2,14,13101,0,0,10,0,0,0,3,4,1.5700001,0,3,1.0840516
64,5,15,13201,0,0,5,0,0,1,3,1,1.5599999,1,3,2.2305565
54,6,12,13101,0,2,20,0,1,0,3,2,2.2221329,0,3,3.2212496
25,5,17,13124,0,0,105,1,1,0,3,1,1.645,1,5,1.4662199
24,5,17,13119,0,0,25,0,1,0,3,1,2.2820001,1,3,2.6637712
54,3,12,13111,0,0,120,1,1,1,3,4,1.603333,0,3,2.7482622
27,5,17,13114,0,0,15,0,1,0,3,1,12.649999,1,4,1.0840516
43,5,26,13113,0,1,45,1,1,1,3,1,3.2333331,1,2,1.0840516
62,5,17,13119,0,2,15,0,0,1,3,1,2.5,1,7,1.0840516
42,5,17,13501,0,0,30,0,0,1,3,1,1.5975,1,2,1.6334578
27,5,16,13101,0,0,60,1,1,0,3,1,1.678,0,2,1.3182778
23,6,12,13105,1,0,60,1,0,1,3,4,1.8,0,4,2.6946764
56,5,12,13124,1,0,120,1,0,0,3,1,2.1433339,1,4,2.9789512
55,5,19,13123,0,0,30,1,0,0,3,1,4.6183338,0,3,1.0840516
78,2,6,13131,0,0,15,1,0,1,3,2,.897834,0,2,3.1042125
45,5,17,13119,0,1,60,1,1,1,2,1,5,1,4,1.3182778
79,3,11,13123,0,0,5,0,0,1,2,1,7.25,1,2,1.0840516
54,5,17,13101,1,1,60,1,0,1,3,1,.07683,1,4,2.0201612
54,5,8,13403,0,0,60,1,1,1,1,4,.658786,0,4,1.0840516
57,4,13,13124,0,2,35,0,0,1,2,3,4.18783,1,4,2.6946764
57,5,16,13120,0,0,25,1,1,1,3,1,3.947499,1,4,1.5069903
40,5,14,13114,0,2,15,0,1,1,3,2,2.5735021,1,4,1.3182778
46,5,17,13120,0,1,30,0,1,1,3,1,12.205833,1,2,1.3182778
39,5,17,13101,0,0,110,1,0,1,1,1,1.0625,1,2,3.4193926
42,4,8,13112,0,0,60,0,0,0,2,3,.76783401,0,3,3.1225107
19,5,13,13104,0,0,10,0,0,0,3,3,1.253,1,4,2.4559152
50,5,15,13118,0,0,60,1,1,1,3,2,1.6799999,1,2,2.6544931
37,5,12,13117,0,1,20,1,1,1,3,4,1.082585,1,4,3.2521546
32,5,16,13201,1,0,20,0,1,1,3,1,2.2,1,3,1.0840516
33,2,12,13202,0,0,10,0,1,0,3,2,3.676667,1,6,1.1784078
35,5,10,13110,0,2,40,1,0,1,3,3,.81455898,0,3,1.7049811
37,5,19,13114,0,0,30,0,0,1,3,1,3.8499999,1,2,1.412634
54,6,17,13101,0,0,15,0,1,0,3,1,1.670334,0,2,2.1019104
29,5,17,13122,0,0,40,1,0,0,3,1,3.863333,1,4,1.0840516
36,6,8,13401,0,0,20,0,0,0,2,2,.40000001,0,1,4.1882644
54,5,17,13110,0,0,10,0,1,1,3,1,3.1308341,1,2,1.0840516
34,5,15,13201,0,1,60,1,1,0,3,1,1.6799999,0,3,1.5605761
37,3,20,13132,0,0,45,1,1,0,3,1,6.6916671,1,4,1.0840516
43,4,16,13128,0,2,30,0,0,1,2,1,3.4300001,1,2,1.6415299
55,6,11,13502,0,0,5,0,0,1,3,2,1.8,1,3,1.0840516
37,10,14,13119,0,0,7,0,0,0,3,1,1.0225,0,2,2.2498524
50,5,12,13118,0,0,30,0,1,0,3,1,1.87225,1,2,4.0531373
28,5,16,13125,0,0,120,1,1,0,3,1,1.8925,0,4,2.0737469
31,2,16,13105,0,0,75,1,0,0,3,2,.688667,0,2,3.7572532
23,6,12,13124,0,1,90,1,0,0,3,2,1.295002,0,4,3.2521546
50,5,7,13131,1,0,1,1,0,1,3,3,2.287257,1,5,2.8654513
40,4,20,13114,0,0,50,0,0,0,3,1,3.0916669,1,1,1.7278141
54,5,12,13125,0,0,120,1,0,1,3,4,1.3,0,3,1.7004461
42,5,12,13101,0,2,60,1,0,1,3,1,1.051049,0,2,2.4604502
46,2,21,13123,1,0,45,1,0,1,3,1,4.4333339,1,2,1.0840516
27,5,9,13112,0,2,60,1,0,1,3,4,1.651841,0,6,2.3160453
47,3,8,13104,0,0,15,0,1,0,2,2,.44999999,0,2,3.7572532
33,6,12,13109,0,0,20,0,1,1,3,2,.80000001,0,2,1.6334578
27,5,15,13111,0,0,60,1,0,0,2,1,2.262167,1,5,2.7697368
30,4,8,13105,1,0,60,1,1,0,3,4,.53157097,0,2,2.4787481
23,5,12,13105,1,1,10,0,0,1,3,4,.73547202,0,3,2.3160453
61,5,13,13131,0,0,50,1,1,1,3,4,.70499998,0,3,1.5605761
33,5,12,13402,1,0,25,0,0,1,3,3,4.1974692,1,4,1.6468602
51,5,12,13119,0,1,30,0,0,1,3,4,2.6025,1,3,1.0840516
60,4,11,13604,0,1,20,0,1,1,1,2,4.737,1,4,2.3160453
27,1,19,13123,0,0,20,1,1,1,3,1,.96249998,0,2,1.9620403
38,5,10,13105,0,2,120,1,0,1,3,3,.79846603,0,4,2.3160453
38,6,12,13110,0,0,60,1,1,1,3,1,1.408083,0,2,3.8516095
29,5,17,13301,0,0,90,0,1,1,3,1,6.2975001,1,2,1.0840516
23,1,16,13604,0,0,150,0,1,1,2,2,4.2408328,1,3,4.2418499
36,5,16,13201,0,0,15,0,1,1,3,1,.65591699,1,2,2.2986948
32,5,12,13201,0,2,10,0,0,1,3,1,2.521508,1,4,2.5421994
42,5,10,13105,0,1,45,0,0,1,3,3,.85000002,0,3,1.1784078
31,6,10,13401,1,2,20,1,1,1,2,2,1.80187,1,2,3.0634422
42,1,16,13119,0,0,90,0,0,1,1,3,2.731667,1,3,3.3156059
34,5,17,13120,0,0,15,0,0,1,3,1,2.8983331,1,2,1.5069903
56,3,7,13203,0,0,10,0,0,1,2,2,.75,0,3,1.0840516
50,5,13,13118,0,0,20,1,1,0,3,2,1.030687,0,3,4.0531373
33,2,15,13124,0,1,40,1,1,1,3,1,2.7314351,1,6,4.2418499
58,5,12,13201,0,0,25,0,1,0,3,2,1.033083,0,2,1.2319936
39,5,25,13132,0,0,40,0,1,0,3,1,18.860352,1,3,2.335341
35,3,17,13110,0,0,15,0,1,0,3,1,1.658917,1,2,1.5278777
62,5,7,13130,1,2,120,1,1,0,4,4,2.5759809,1,7,1.9701124
28,5,14,13402,0,0,60,0,1,0,3,2,1.0163029,1,6,2.2498524
26,5,16,13403,0,1,40,1,1,0,3,1,1.59,1,3,1.0840516
26,5,16,13110,0,0,60,1,1,1,2,1,1.686417,1,2,3.3906662
42,5,8,13104,1,4,45,1,1,1,3,4,1.7846971,1,3,2.6982136
38,6,15,13121,1,1,15,0,0,1,3,2,1.03,0,4,3.1577983
38,5,15,13101,1,0,5,0,0,0,3,2,1.6353329,0,1,2.7809606
44,6,18,13101,0,0,45,1,1,1,3,2,2.464833,0,4,2.4466369
18,5,9,13101,0,0,10,1,0,0,3,3,.2,0,1,1.0840516
48,6,4,13121,1,0,120,1,0,1,2,3,1.878667,0,3,2.7482622
50,5,17,13122,0,1,30,0,0,1,3,1,6.5,1,3,1.0840516
19,4,10,13128,0,0,60,1,0,0,3,2,.44999999,0,3,3.3638611
32,5,15,13124,1,1,40,1,1,0,3,1,1.206,0,1,4.1474938
30,5,10,13126,0,1,120,1,1,0,4,4,.44999999,0,1,2.9155002
35,2,17,13401,1,0,90,1,0,1,3,2,.97731799,0,2,2.2677898
77,6,5,13113,0,0,60,0,0,1,2,2,1.377622,1,2,2.1681032
68,5,8,13101,0,0,25,1,0,0,3,2,1.1,0,1,2.4023294
24,5,12,13128,0,1,30,1,1,1,3,1,2.4287579,0,2,2.1681032
27,6,11,13108,0,1,90,1,0,1,3,2,1.86,0,4,1.3992316
76,2,12,13120,0,0,40,0,0,0,3,1,3.4601669,1,2,1.0840516
64,3,1,13115,0,0,120,1,1,0,4,4,.73000002,0,2,2.2498524
54,5,18,13114,0,0,20,0,1,1,3,1,7,1,3,1.0840516
58,1,8,13106,0,0,20,0,1,0,2,2,.264393,0,1,3.4635479
29,6,14,13110,0,0,90,1,1,0,3,2,1.1533329,0,1,3.8189111
39,5,17,13105,0,2,20,1,0,1,3,2,1.246393,0,5,1.3799356
49,6,12,13302,0,0,60,0,1,1,3,4,2.6739171,1,3,1.0840516
40,3,25,13102,0,0,60,1,1,1,3,1,1.75,1,2,2.6446276
38,4,17,13111,0,0,30,0,0,1,3,1,.97391701,0,2,2.3160453
52,5,13,13119,0,0,20,0,0,1,3,3,1.1435,1,4,1.7867303
24,2,15,13110,0,0,60,1,0,0,3,3,1.7,1,3,1.0840516
45,6,6,13503,0,0,60,0,0,0,3,4,1.359333,1,4,2.182864
27,1,10,13112,0,2,150,1,1,0,3,2,.495,0,2,2.5949895
15,4,9,13121,0,1,30,0,0,0,2,2,1.722345,1,3,3.0098562
34,6,20,13120,1,1,90,0,0,1,3,1,2.643333,0,2,2.1145172
43,4,12,13403,0,0,40,0,0,0,3,2,1.8150001,1,3,1.0840516
82,5,11,13132,0,0,45,0,0,1,1,1,4.4499998,1,2,1.0840516
25,6,12,13101,0,0,15,0,0,0,3,2,.60250002,1,1,3.2440825
25,3,17,13132,0,0,10,0,1,0,3,2,7.7008338,1,4,1.6468602
31,5,17,13301,0,2,15,0,0,1,3,1,2.1875,1,2,2.1099823
58,1,12,13131,0,1,120,1,0,1,2,4,.39391699,0,2,4.0531373
30,5,12,13301,0,0,30,1,0,0,3,4,1.475722,0,3,3.0634422
69,1,7,13112,0,1,90,1,1,1,2,4,2.29217,0,5,2.221689
31,5,12,13101,0,0,20,1,0,1,3,4,2.0231659,0,3,2.0737469
40,3,17,13110,0,0,60,1,1,0,3,1,2.520833,0,1,2.0790772
25,7,12,13101,0,0,30,0,0,0,2,4,1,0,4,1.762104
45,3,18,13123,0,1,30,1,1,1,3,1,4.257833,1,2,1.1784078
57,5,12,13111,0,0,10,0,0,1,3,4,1.1133339,1,4,3.1077497
51,5,10,13129,0,0,60,1,1,0,2,4,.94999999,0,3,2.1635683
47,5,12,13602,0,1,90,1,1,1,3,4,1.666666,1,2,3.0098562
39,5,12,13102,0,1,60,0,0,1,3,3,1.91,1,4,1.2319936
30,5,15,13125,0,1,30,0,1,0,3,1,.85000002,1,1,2.1019104
32,5,12,13120,0,0,60,1,1,0,3,2,1.401,0,2,1.0840516
49,4,12,13122,0,0,15,0,1,0,3,1,.350584,0,3,1.1784078
50,7,15,13119,0,0,1,0,1,0,2,2,1.5,0,2,1.0840516
47,5,11,13127,0,0,3,0,0,0,2,4,.64999998,0,1,4.2418499
51,2,4,13105,0,0,10,1,0,0,3,4,1.418861,0,4,1.0840516
25,3,16,13114,0,0,45,0,1,1,3,1,3.0250001,1,2,1.412634
41,5,15,13402,0,0,60,1,1,1,2,2,1.55,1,4,2.6812737
58,6,8,13119,1,1,45,0,1,0,2,2,1.613084,1,3,1.0840516
25,5,15,13112,0,0,25,1,0,0,2,2,2.25,1,5,2.1681032
33,6,10,13401,0,2,10,0,1,1,2,2,1.05865,1,3,2.2305565
23,6,15,13101,0,1,7,0,1,1,2,2,1.058333,0,2,2.8037934
43,2,14,13106,1,1,30,1,1,1,3,2,4.4352322,1,4,1.0840516
21,3,12,13110,1,0,15,1,1,1,3,3,.5,1,2,2.4023294
25,4,18,13123,0,0,10,0,0,1,3,1,4.3425002,1,2,2.4430997
32,4,7,13501,0,0,25,0,1,1,2,2,.059999999,0,2,2.1681032
24,2,15,13129,0,0,120,1,1,0,3,1,1.056417,0,1,1.7049811
52,6,12,13104,0,0,10,0,0,0,3,4,1.0599999,0,3,3.5445015
56,5,8,13503,1,1,30,0,0,1,2,3,1.208726,1,5,1.3763986
48,5,12,13124,0,0,60,0,1,1,3,1,3.71,1,3,1.0840516
32,5,17,13120,0,0,40,0,0,0,3,1,3.180584,1,2,3.0098562
23,5,14,13102,0,0,40,1,0,0,3,2,1.85131,0,4,1.3182778
50,6,8,13104,0,0,100,1,0,1,3,2,1.014334,0,2,1.9346724
55,6,15,13118,0,0,30,1,0,1,3,4,1.360611,1,4,1.7004461
29,6,8,13119,0,2,15,1,0,0,3,4,1.723552,0,5,1.3799356
26,5,17,13302,0,0,30,0,0,0,3,1,1.2722501,1,2,3.6093111
47,5,12,13114,0,1,30,0,1,1,3,2,2.116864,0,7,3.0153391
24,6,17,13110,0,0,90,1,0,0,3,1,1.523083,0,2,2.3977945
40,6,12,13129,1,2,20,1,1,1,3,3,.78024101,1,4,3.2521546
37,5,12,13601,1,0,45,1,1,1,3,4,1.3099999,1,4,3.0406091
27,6,12,13130,0,1,60,1,0,1,3,4,.55000001,0,3,4.0531373
42,5,17,13401,1,0,120,1,1,1,3,1,5.7133331,1,2,3.4591653
26,5,13,13105,0,0,20,1,1,0,3,1,1.237162,0,4,3.1577983
48,5,12,13404,0,0,50,0,0,1,3,4,1.691667,0,5,4.0531373
25,6,12,13201,0,0,30,0,0,1,3,4,2.17542,0,6,2.6410906
60,2,18,13119,0,0,90,1,1,1,3,1,7.4941678,1,4,1.0840516
31,5,15,13110,0,0,30,1,1,1,3,1,4.0666671,1,5,1.0840516
36,6,15,13128,0,0,60,1,0,0,3,3,.52999997,0,1,2.4023294
44,5,8,13201,0,0,10,0,0,1,3,3,1.262133,1,3,3.1577983
30,5,16,13201,0,0,15,0,1,0,3,1,3.3623631,1,3,1.3182778
58,2,8,13504,0,0,5,0,1,1,3,4,.59324998,1,2,3.0634422
40,5,15,13104,1,0,45,0,0,1,3,2,1.068167,1,3,4.1474938
32,3,18,13123,1,0,15,0,1,1,2,1,2.0274999,1,2,1.1784078
34,6,17,13122,0,2,150,0,0,1,3,3,3.2674999,1,2,3.4227774
50,3,12,13101,0,1,60,1,0,1,2,2,1.3131779,1,4,3.2976685
35,5,15,13401,1,1,90,1,1,1,3,1,.777686,1,2,1.5069903
67,3,5,13301,0,0,20,0,0,1,2,2,1.943785,1,2,1.0840516
24,5,18,13114,0,0,15,0,1,0,3,1,2.02,0,2,1.0840516
70,5,5,13120,0,0,20,0,0,0,2,2,.40586099,0,3,2.3442085
64,4,12,13110,0,0,5,0,1,0,2,2,.85900003,0,3,2.0201612
59,5,18,13122,0,0,30,0,1,1,3,1,12.918334,1,6,1.0840516
65,5,12,13604,0,0,15,0,1,0,3,2,1.21975,0,4,2.2498524
28,5,12,13118,0,0,120,0,0,0,3,4,3.9458339,1,4,3.9051952
36,5,18,13114,1,0,15,0,0,1,3,1,8.8833332,1,2,1.5069903
24,6,12,13111,0,0,90,1,1,1,3,2,1.2125,1,2,1.3799356
41,5,8,13501,0,1,15,0,0,1,3,4,.94800001,1,2,1.0840516
56,6,12,13110,0,0,90,1,1,1,3,4,1.85,1,3,2.0737469
33,5,12,13403,0,0,45,1,0,0,1,4,1.15,0,2,1.0840516
31,5,17,13120,0,0,30,1,0,1,1,1,3.9000001,0,2,1.7049811
24,5,9,13126,1,0,60,1,0,1,3,4,2.306637,0,4,1.0840516
37,5,19,13123,0,0,60,1,0,1,3,1,6.768333,1,2,1.7278141
40,5,12,13101,1,0,60,1,1,1,4,4,.83200002,0,3,1.0840516
53,5,19,13114,0,0,15,0,1,1,3,1,11.101667,1,4,1.412634
66,4,18,13120,0,0,40,1,1,0,3,1,4.0083332,1,1,1.3263499
35,5,15,13129,0,1,60,1,1,1,2,2,1.098875,0,5,3.2440825
55,4,15,13129,0,0,45,0,1,1,3,1,1.896916,1,2,1.6549324
41,5,15,13125,0,0,10,0,0,0,3,4,.82999998,0,1,4.0210261
47,5,15,13502,0,1,20,0,1,1,3,1,2.073,1,3,2.6058028
30,1,12,13114,0,0,420,1,0,1,3,2,2.2239349,1,6,1.3182778
52,2,15,13108,0,0,60,0,1,0,2,1,.83974999,1,1,3.1268933
47,5,12,13107,0,0,30,1,1,0,3,4,1.061667,0,2,1.7144115
37,3,18,13122,0,1,45,0,1,0,3,1,3.2821641,1,1,1.7358861
28,5,10,13119,1,1,90,1,1,0,3,2,1.462,0,6,2.4023294
44,6,12,13121,2,1,10,0,0,1,2,2,4.2971249,1,7,2.7890327
53,5,11,13302,0,0,30,1,0,0,3,4,.90490299,0,1,2.1635683
38,10,15,13603,0,0,60,0,1,1,3,1,2.5,1,4,1.5525041
56,5,9,13125,1,0,30,1,0,1,3,4,.86816698,0,2,1.3799356
21,6,12,13111,0,1,60,1,0,0,3,3,1.155214,0,2,1.8529232
49,5,20,13123,0,0,30,1,1,1,3,1,6.5705829,1,7,1.1784078
41,4,12,13119,0,0,80,1,1,0,2,3,1.0831341,0,3,1.8623536
26,12,17,13101,0,0,20,0,0,1,3,3,2.406667,0,3,2.0156262
36,4,12,13604,0,0,45,0,1,0,3,2,1.86,0,4,2.6312251
46,4,12,13504,0,0,95,0,0,0,3,2,.80000001,1,1,1.412634
39,5,18,13101,0,0,80,0,0,1,3,1,7.902082,1,2,1.6334578
62,5,12,13125,0,0,120,1,0,1,2,3,1.058,0,2,2.0826144
43,3,13,13103,0,0,30,0,1,1,2,2,1.565679,0,3,1.9293419
34,5,16,13132,2,1,5,0,1,1,3,1,7.1824999,1,2,1.4935879
59,2,7,13503,0,0,15,0,1,0,4,4,1.998785,1,3,1.0840516
26,5,12,13107,0,1,60,1,0,0,2,4,1.21,0,3,1.7278141
56,7,12,13401,0,1,60,0,0,1,3,2,1.95,0,3,1.7049811
33,5,11,13118,0,0,60,1,1,0,3,3,3.8516669,0,4,1.2319936
45,5,12,13124,0,0,60,1,1,1,3,2,2.1833341,1,4,1.7813998
71,1,10,13130,0,0,60,1,0,1,2,2,.92550802,0,2,3.5364296
40,5,16,13603,0,1,120,0,1,0,3,1,1.8918329,1,2,1.8355728
36,6,12,13401,1,1,20,0,0,1,2,4,.88,1,3,1.0840516
59,2,13,13201,0,3,60,1,1,0,3,2,.115,0,1,4.3362064
55,5,12,13127,0,0,60,1,0,0,4,4,1.4,0,3,2.7129743
37,5,16,13121,1,1,20,0,0,1,3,1,1.914171,1,3,3.0634422
37,6,12,13402,0,1,10,1,1,0,3,4,1.010257,0,1,1.1784078
25,6,15,13113,0,0,40,0,0,0,3,1,3.679167,1,6,1.0840516
32,1,15,13402,0,3,30,0,0,1,3,1,1.761093,1,4,1.0840516
41,5,14,13116,0,1,120,1,0,1,3,2,1.507129,0,4,2.8288052
61,5,10,13123,0,0,30,0,1,1,3,4,1.308333,0,2,1.0840516
45,6,12,13103,0,0,10,0,0,1,3,4,.93849999,1,2,1.8483882
35,5,17,13123,0,0,30,0,1,1,3,1,4.8558331,1,3,1.0840516
40,3,17,13120,0,0,60,1,1,0,1,3,1.796417,1,2,1.4662199
51,5,3,13110,0,0,10,0,1,0,2,2,.039999999,0,4,4.0531373
40,6,12,13112,0,1,30,0,0,0,2,2,.94999999,1,4,2.3160453
60,6,10,13201,0,0,40,1,1,0,3,2,2.5339999,1,2,3.2521546
33,5,8,13301,0,0,60,0,0,1,3,4,2.131917,1,5,2.123385
42,6,12,13303,0,1,30,0,1,0,3,2,.74000001,0,1,1.0840516
70,1,8,13404,0,0,15,0,0,1,2,2,1.52372,1,5,1.6468602
40,6,15,13101,0,0,30,0,0,1,3,4,2,1,2,2.6410906
26,3,17,13201,0,1,90,1,1,1,3,1,1.906639,1,3,2.6446276
67,6,3,13402,0,0,30,0,0,1,3,4,1.429778,0,4,1.0840516
36,5,14,13302,0,2,60,0,1,1,3,2,2.2497211,1,3,1.1784078
38,3,14,13106,0,0,90,1,1,1,3,1,3.6083341,1,3,1.7813998
64,5,14,13117,0,0,30,1,0,1,3,1,1.078333,1,2,3.2521546
22,6,13,13106,0,0,60,1,1,0,3,1,2.0704999,1,4,4.3362064
45,5,11,13402,0,0,60,1,0,1,3,4,.78200001,0,2,2.3942573
34,6,10,13112,1,1,90,1,0,1,3,3,.55000001,0,2,3.1806314
68,2,6,13119,0,0,5,0,1,0,2,2,1.029071,0,3,2.7890327
52,1,7,13601,0,0,20,0,1,1,4,2,1.2925,0,2,2.499275
41,6,8,13111,0,0,5,0,0,1,1,3,1.7208329,1,3,3.8323138
57,6,10,13103,0,2,90,1,0,0,3,3,1.26,0,2,3.0098562
33,2,19,13123,0,0,30,1,0,0,3,1,1.67,1,1,1.3182778
54,2,9,13203,0,1,60,0,0,1,2,4,.62,1,2,1.0840516
34,5,17,13101,1,0,25,1,1,1,3,1,2.8487501,1,2,2.5695672
54,7,12,13131,0,1,45,0,0,1,3,1,1.878785,1,2,2.954325
32,6,16,13605,1,1,90,1,1,1,3,2,1.429679,1,4,2.8962042
44,5,12,13103,1,0,45,1,0,1,3,4,1,1,3,2.3079731
30,5,17,13114,0,0,50,0,0,1,3,1,2,1,2,1.3182778
40,6,12,13106,0,0,30,0,0,1,2,4,1.3247499,1,2,2.0563965
46,4,12,13201,0,0,90,0,0,0,2,3,.40724999,0,4,1.0840516
53,5,12,13125,1,0,35,0,0,1,3,2,1.692118,0,3,2.0236981
54,5,13,13201,0,0,75,1,1,1,3,2,1.266233,0,3,4.0531373
56,5,14,13123,0,0,5,0,1,0,3,1,2.136667,0,3,1.0840516
49,5,17,13123,0,1,30,0,0,1,2,1,6,1,3,1.0840516
44,5,19,13115,0,2,45,0,0,1,3,1,11.5,0,2,2.0371008
43,6,12,13117,0,2,30,0,0,0,3,2,1.608,1,2,1.0840516
38,2,16,13202,0,0,120,1,0,0,3,1,.68416703,0,1,1.6334578
30,5,19,13101,0,0,20,0,1,0,3,1,2.246666,1,2,3.1042125
24,5,12,13109,0,0,40,1,1,0,3,1,1.2,0,2,2.77563
53,6,12,13101,0,0,80,1,1,1,4,2,.654167,0,2,4.0531373
25,2,14,13126,0,0,90,1,1,0,3,2,.69999999,0,2,2.6083922
62,6,7,13602,0,1,10,0,0,1,3,4,.80000001,1,2,1.0840516
72,5,15,13114,0,0,60,1,1,0,3,1,1.516667,0,2,1.0840516
48,1,12,13118,2,0,45,0,0,1,2,4,.94999701,1,2,2.9517355
56,7,12,13505,0,0,60,0,0,0,1,1,1.25831,1,3,1.0840516
50,3,8,13119,1,0,70,0,0,1,2,3,1.205,1,3,2.4659328
23,5,14,13201,0,0,90,1,1,0,3,2,1.1815,0,2,3.7058463
47,5,10,13103,0,1,60,0,0,0,3,3,.48833299,1,1,2.0201612
48,6,14,13107,0,1,40,1,0,1,3,2,2.214592,1,3,2.9905605
44,6,8,13501,0,0,30,1,0,0,3,4,1.143333,0,3,1.0840516
51,5,19,13132,0,1,30,0,0,1,3,1,2.5583329,1,3,1.0840516
18,5,12,13203,0,0,10,0,0,0,3,3,.70393503,0,3,1.0840516
35,5,12,13116,1,1,45,1,1,1,3,2,1.13,1,4,2.8426185
48,5,12,13605,0,0,150,1,0,1,3,2,.90450001,1,4,2.3079731
52,6,12,13404,2,0,15,0,1,0,3,4,1.3200001,0,4,2.2498524
42,5,17,13106,0,1,90,1,1,0,3,1,3.353333,0,2,3.6536188
30,5,14,13131,0,0,60,1,0,0,3,4,3.6010001,1,5,3.0634422
27,5,15,13101,0,0,5,0,0,0,3,2,1.564167,1,1,1.3182778
41,5,12,13110,0,1,60,0,1,0,3,2,1.746654,1,3,1.3182778
42,3,8,13119,0,0,20,0,1,1,2,2,1,1,3,1.0840516
49,5,18,13123,0,0,35,0,0,1,3,1,6.5705829,1,7,1.1784078
23,5,13,13110,0,0,20,0,1,1,3,1,.716667,0,2,2.4251623
23,4,15,13115,0,0,60,1,1,0,3,2,1.266667,1,3,2.1681032
33,2,17,13120,0,0,80,1,0,0,3,1,8.2079172,1,3,1.7278141
26,6,12,13201,1,1,30,1,1,0,3,4,1.0651031,0,4,2.3079731
32,3,17,13115,0,1,30,1,0,1,3,1,5.1350002,1,2,1.2319936
30,5,16,13101,0,1,30,1,0,1,3,2,1.3150001,0,2,2.1019104
25,5,17,13132,0,0,30,0,1,0,3,1,7.9458342,1,3,1.3182778
23,5,16,13101,0,0,30,0,0,1,2,3,.76999998,0,6,1.867684
58,7,12,13109,0,0,30,0,0,1,3,4,1.98,0,4,1.7813998
29,5,17,13101,0,0,50,1,1,1,3,1,2,1,2,2.0201612
31,5,12,13604,0,1,60,1,0,1,3,4,1.569167,1,3,1.0840516
33,6,12,13112,1,1,120,1,0,1,3,3,.46301001,0,2,4.0531373
46,6,12,13120,0,0,20,1,0,0,3,3,3.2278521,1,10,2.2543874
55,5,12,13128,0,0,30,0,1,1,3,1,1.1644419,1,4,3.1577983
49,6,12,13112,0,0,10,0,1,1,3,2,1.65,1,4,2.9324398
62,4,12,13102,0,0,9,0,0,1,3,2,1.353627,0,2,2.9369748
33,5,17,13120,0,0,15,0,1,1,2,1,3.5,0,2,1.867684
53,6,12,13106,0,0,30,1,0,1,3,4,2.5999999,0,5,2.7809606
24,6,15,13119,0,0,40,1,0,1,3,1,.83333302,0,2,2.1681032
65,6,2,13121,2,1,30,0,1,0,2,2,4.2971249,1,7,2.7890327
43,5,19,13114,1,1,15,0,0,1,3,1,4.8699999,1,2,1.6334578
55,5,12,13125,0,0,90,1,1,1,3,2,1.239741,1,4,3.003963
38,5,17,13114,1,1,15,0,1,1,3,1,21.910334,1,2,1.6468602
44,5,13,13201,0,0,10,0,1,0,3,1,1.31375,0,2,3.1577983
47,5,10,13117,0,0,30,1,0,1,3,4,2.3825099,0,5,1.4662199
38,4,12,13401,0,0,20,0,0,0,3,2,1.5200599,1,3,3.2113843
53,6,14,13119,0,0,60,1,1,0,3,2,.69,0,1,1.844851
35,2,12,13128,1,1,20,0,1,0,2,2,.847386,1,1,2.0201612
53,5,16,13118,0,0,30,0,1,1,3,2,2.8599999,1,3,2.28514
50,5,16,13114,0,0,40,0,0,1,1,1,12.688417,1,4,1.6106248
41,3,8,13504,1,1,60,1,1,1,4,4,1.004437,0,3,2.6446276
43,5,12,13119,1,1,7,0,1,1,3,2,3.162966,1,3,1.3182778
21,5,13,13116,0,0,80,1,1,0,3,2,.54157001,1,3,3.4000967
22,4,12,13201,0,2,60,1,0,0,3,3,1.0369999,0,4,1.0840516
53,4,12,13501,0,0,10,1,1,0,3,4,1.20775,0,4,1.0840516
34,4,17,13201,0,0,10,0,1,0,3,1,6.4754162,1,4,1.844851
37,1,16,13114,0,2,15,0,1,1,2,1,5.3375001,1,2,1.3182778
29,5,15,13605,0,0,20,0,0,0,3,1,.30000001,1,3,1.7278141
57,5,8,13111,0,0,60,1,1,0,4,4,0,1,4,1.8529232
47,5,6,13401,0,0,60,0,0,1,3,4,.75,1,3,1.0840516
70,6,4,13110,0,0,30,0,0,0,2,2,.72600001,1,1,1.1784078
59,3,11,13121,0,0,10,0,0,0,2,2,.34999999,0,1,1.9620403
26,3,12,13501,0,0,30,0,0,0,2,3,1.230378,1,4,1.5525041
55,5,12,13115,0,0,20,0,0,1,3,4,.80000001,1,3,3.0098562
31,6,16,13106,1,0,25,1,0,1,3,1,.899243,0,2,2.2043386
20,5,13,13403,0,1,15,0,0,0,3,4,1.553323,0,6,1.0840516
